experiment,wmape_weighted_base,wmape_weighted_exp,phase3_score_base,phase3_score_exp,peak_std_base,peak_std_exp,dec_mean_base,dec_mean_exp,delta_wmape_weighted,delta_phase3_score,delta_peak_std,delta_dec_mean
full_t3000,32.71660007842186,32.69215577994057,42.66932524286747,42.66043457880437,0.047684498979905406,0.08024052900490454,28.40229725628752,28.42348190460736,-0.024444298481292037,-0.00889066406310235,0.032556030024999134,0.021184648319838573
full_t2900,32.71660007842186,32.71748584754389,42.66932524286747,42.66880155156955,0.047684498979905406,0.03925578257277489,28.40229725628752,28.40429073823562,0.0008857691220285346,-0.0005236912979214026,-0.008428716407130513,0.001993481948098008
full_t2750,32.71660007842186,32.710769581758754,42.66932524286747,42.67191479042783,0.047684498979905406,0.06410800477873431,28.40229725628752,28.41462344992682,-0.00583049666310842,0.002589547560354788,0.016423505798828904,0.012326193639299987
full_t2950,32.71660007842186,32.71178937607374,42.66932524286747,42.67857795733755,0.047684498979905406,0.06819734481502754,28.40229725628752,28.427826414457307,-0.004810702348123641,0.009252714470079582,0.020512845835122133,0.025529158169785404
full_t2850,32.71660007842186,32.72027380129296,42.66932524286747,42.68694414702329,0.047684498979905406,0.06878550616897468,28.40229725628752,28.427068483394528,0.0036737228710990166,0.01761890415581746,0.021101007189069272,0.02477122710700641
full_t2700,32.71660007842186,32.726026436803856,42.66932524286747,42.70462137767046,0.047684498979905406,0.08674101808084843,28.40229725628752,28.448313389561136,0.009426358381993794,0.035296134802990764,0.03905651910094302,0.0460161332736142
