experiment,n_pairs,delta_wmape_mean,delta_wmape_p10,delta_wmape_p50,delta_wmape_p90,improve_rate
full_t3000,12,-0.03115487098660748,-0.17828126582629372,-0.023679347197763434,0.06587202493329479,0.6666666666666666
full_t2950,12,-0.010950413403643703,-0.029329372499784512,-0.010912309726267111,0.024226031903955204,0.6666666666666666
full_t2750,12,-0.006025643658380986,-0.03579002004792216,-0.002366900067842792,0.01510902046509486,0.5833333333333334
full_t2900,12,-0.004444809957339165,-0.025458865513469316,0.008616752536690697,0.01666543688062916,0.3333333333333333
full_t2850,12,-0.0009941007098491401,-0.013799129320324609,0.0008796042663217207,0.028276249279644717,0.5
full_t2700,12,0.007545365909005675,-0.038868002493787294,0.013061603670278643,0.04578658662839849,0.3333333333333333
