time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,46.138800110422245,46.138800110422245,1,46.138800110422245,46.138800110422245,0.0
,,2,,,,,,,28.905142255099303,28.905142255099303,1,28.905142255099303,28.905142255099303,0.0
,,3,,,,,,,29.962904018314866,29.962904018314866,1,29.962904018314866,29.962904018314866,0.0
,,4,,,,,,,29.9067332568204,29.9067332568204,1,29.9067332568204,29.9067332568204,0.0
,,5,,,,,,,37.64071860234155,37.64071860234155,1,37.64071860234155,37.64071860234155,0.0
,,6,,,,,,,40.07155349609007,40.07155349609007,1,40.07155349609007,40.07155349609007,0.0
,,7,,,,,,,30.120099699133686,30.120099699133686,1,30.120099699133686,30.120099699133686,0.0
,,8,,,,,,,35.71480309129168,35.71480309129168,1,35.71480309129168,35.71480309129168,0.0
,,9,,,,,,,29.5976723835181,29.5976723835181,1,29.5976723835181,29.5976723835181,0.0
,,10,,,,,,,28.073183486435756,28.073183486435756,1,28.073183486435756,28.073183486435756,0.0
,,11,,,,,,,27.94422288021501,27.94422288021501,1,27.94422288021501,27.94422288021501,0.0
,,12,,,,,,,28.74218285637527,28.74218285637527,1,28.74218285637527,28.74218285637527,0.0
