time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse
24286,2023,11,184,17047.0,27.463494694839458,68.30949806241699,25.44403228602871,47.84409149989833
24287,2023,12,184,22377.0,29.106685302222317,74.77432413333148,35.39784222868635,131.0755282934751
24288,2024,1,176,15053.0,46.43648027700677,93.82310542798895,39.716382818737664,73.35475398169606
24289,2024,2,176,10004.0,28.550403467973105,24.635361605842405,16.22830888031835,31.21725099430332
24290,2024,3,176,16751.0,32.39955439962966,35.570602818537154,30.83664407660207,63.974603889264785
24291,2024,4,176,12136.0,33.195493752558704,30.98490678667421,22.889801828468887,42.16396048887231
24292,2024,5,176,16078.0,36.86361199416368,85.71114156233303,33.67574736603203,58.814391929539134
24293,2024,6,176,12787.0,41.02240840899033,83.10939495178059,29.804178200327236,45.37192316840329
24294,2024,7,176,15121.0,30.49415524918108,79.57137597204976,26.198984177435634,42.995830503647156
24295,2024,8,176,19165.0,36.680533385810705,85.99192246926613,39.942183087446715,62.76920521202241
24296,2024,9,176,21348.0,27.400538993704977,77.93406450504915,33.23560832031897,60.6017077854044
24297,2024,10,176,24947.0,25.882783144220394,81.89789877041456,36.68737449425376,63.03740845827877
