time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,45.94237634587323,45.94237634587323,1,45.94237634587323,45.94237634587323,0.0
,,2,,,,,,,30.582697018978948,30.582697018978948,1,30.582697018978948,30.582697018978948,0.0
,,3,,,,,,,31.76363055593655,31.76363055593655,1,31.76363055593655,31.76363055593655,0.0
,,4,,,,,,,28.918553451259893,28.918553451259893,1,28.918553451259893,28.918553451259893,0.0
,,5,,,,,,,37.63512612188605,37.63512612188605,1,37.63512612188605,37.63512612188605,0.0
,,6,,,,,,,37.364821557958955,37.364821557958955,1,37.364821557958955,37.364821557958955,0.0
,,7,,,,,,,30.412112988240686,30.412112988240686,1,30.412112988240686,30.412112988240686,0.0
,,8,,,,,,,37.096888984291624,37.096888984291624,1,37.096888984291624,37.096888984291624,0.0
,,9,,,,,,,29.784793072451343,29.784793072451343,1,29.784793072451343,29.784793072451343,0.0
,,10,,,,,,,30.01938927642751,30.01938927642751,1,30.01938927642751,30.01938927642751,0.0
,,11,,,,,,,28.63957780997178,28.63957780997178,1,28.63957780997178,28.63957780997178,0.0
,,12,,,,,,,31.030858453154565,31.030858453154565,1,31.030858453154565,31.030858453154565,0.0
