time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,43.27299866941151,43.27299866941151,1,43.27299866941151,43.27299866941151,0.0
,,2,,,,,,,34.11246730390484,34.11246730390484,1,34.11246730390484,34.11246730390484,0.0
,,3,,,,,,,30.491996138161415,30.491996138161415,1,30.491996138161415,30.491996138161415,0.0
,,4,,,,,,,30.47079169026973,30.47079169026973,1,30.47079169026973,30.47079169026973,0.0
,,5,,,,,,,37.59850977501431,37.59850977501431,1,37.59850977501431,37.59850977501431,0.0
,,6,,,,,,,42.65746230411055,42.65746230411055,1,42.65746230411055,42.65746230411055,0.0
,,7,,,,,,,30.305412112113988,30.305412112113988,1,30.305412112113988,30.305412112113988,0.0
,,8,,,,,,,36.42741556247711,36.42741556247711,1,36.42741556247711,36.42741556247711,0.0
,,9,,,,,,,30.80250540800994,30.80250540800994,1,30.80250540800994,30.80250540800994,0.0
,,10,,,,,,,28.968484256680345,28.968484256680345,1,28.968484256680345,28.968484256680345,0.0
,,11,,,,,,,30.19274552170926,30.19274552170926,1,30.19274552170926,30.19274552170926,0.0
,,12,,,,,,,30.843077966844746,30.843077966844746,1,30.843077966844746,30.843077966844746,0.0
