time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,47.897242663064496,47.897242663064496,1,47.897242663064496,47.897242663064496,0.0
,,2,,,,,,,29.523861395425293,29.523861395425293,1,29.523861395425293,29.523861395425293,0.0
,,3,,,,,,,31.27691635998002,31.27691635998002,1,31.27691635998002,31.27691635998002,0.0
,,4,,,,,,,29.767887183575535,29.767887183575535,1,29.767887183575535,29.767887183575535,0.0
,,5,,,,,,,37.489059077463274,37.489059077463274,1,37.489059077463274,37.489059077463274,0.0
,,6,,,,,,,37.28904433317989,37.28904433317989,1,37.28904433317989,37.28904433317989,0.0
,,7,,,,,,,30.031605747287866,30.031605747287866,1,30.031605747287866,30.031605747287866,0.0
,,8,,,,,,,36.85683512614839,36.85683512614839,1,36.85683512614839,36.85683512614839,0.0
,,9,,,,,,,30.415705878716594,30.415705878716594,1,30.415705878716594,30.415705878716594,0.0
,,10,,,,,,,29.160924470759685,29.160924470759685,1,29.160924470759685,29.160924470759685,0.0
,,11,,,,,,,27.876275922825144,27.876275922825144,1,27.876275922825144,27.876275922825144,0.0
,,12,,,,,,,30.550602196431765,30.550602196431765,1,30.550602196431765,30.550602196431765,0.0
