time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,47.70296497484222,47.70296497484222,1,47.70296497484222,47.70296497484222,0.0
,,2,,,,,,,30.084657288466722,30.084657288466722,1,30.084657288466722,30.084657288466722,0.0
,,3,,,,,,,30.937729970481207,30.937729970481207,1,30.937729970481207,30.937729970481207,0.0
,,4,,,,,,,32.47348216075429,32.47348216075429,1,32.47348216075429,32.47348216075429,0.0
,,5,,,,,,,38.69523880986343,38.69523880986343,1,38.69523880986343,38.69523880986343,0.0
,,6,,,,,,,36.068260923105754,36.068260923105754,1,36.068260923105754,36.068260923105754,0.0
,,7,,,,,,,29.806966778805656,29.806966778805656,1,29.806966778805656,29.806966778805656,0.0
,,8,,,,,,,37.40227262682779,37.40227262682779,1,37.40227262682779,37.40227262682779,0.0
,,9,,,,,,,30.090312156947235,30.090312156947235,1,30.090312156947235,30.090312156947235,0.0
,,10,,,,,,,28.922696820510048,28.922696820510048,1,28.922696820510048,28.922696820510048,0.0
,,11,,,,,,,28.724536343442608,28.724536343442608,1,28.724536343442608,28.724536343442608,0.0
,,12,,,,,,,31.172838425711642,31.172838425711642,1,31.172838425711642,31.172838425711642,0.0
