time_key,year,month,n_test,sum_abs_y,wmape_base,wmape,wmape_gain,smape,mae,rmse,corr_log_mean_abs,corr_log_mean
24277,2023,2,184,16291.0,,33.05585367245961,,71.05846977734048,29.267006096632585,39.818349742694586,,
24278,2023,3,184,15072.0,,32.04349282567415,,66.34635302379678,26.24780021024787,43.63017777227615,,
24279,2023,4,184,13972.0,,28.096397360586828,,67.91329135628402,21.33493825663691,27.846723135060472,,
24280,2023,5,184,15015.0,,26.588993205890787,,68.29726808134238,21.697485488394033,30.886330880279978,,
24281,2023,6,184,13978.0,,37.29840341530605,,72.9361978076239,28.33462407277978,36.363069397864294,,
24282,2023,7,184,15509.0,,24.274394538156745,,66.77083779491736,20.460412222406138,25.771810988354776,,
24283,2023,8,184,15248.0,,24.322201904194802,,65.1407893731495,20.1557029693023,29.323688322549398,,
24284,2023,9,184,15517.0,,29.846852850712718,,72.59443448475801,25.17030520024507,37.26459224830461,,
24285,2023,10,184,17595.0,,24.81633528080404,,69.25019689243169,23.73062061226886,34.84327620879301,,
24286,2023,11,184,17047.0,,34.54675192762178,,74.43069968908631,32.0064391364222,53.2867608821066,,
24287,2023,12,184,22377.0,,33.16383343064263,,71.3620898021745,40.33190764551578,129.69809525353438,,
24288,2024,1,176,15053.0,,46.836406936093056,,90.10558863975795,40.05843372778459,78.63873570888656,,
24289,2024,2,176,10004.0,,50.20111014203328,,94.80089704653805,28.534767378460277,43.629046226618925,,
24290,2024,3,176,16751.0,,35.36798169624129,,89.47602391523506,33.66187848828056,54.31947003315719,,
24291,2024,4,176,12136.0,,35.78449090845741,,90.52214117528409,24.675033049149945,32.297460132450034,,
24292,2024,5,176,16078.0,,30.619726846549977,,56.92656098824168,27.97181637720628,48.20214134879193,,
24293,2024,6,176,12787.0,,37.04628401816176,,65.64491313477477,26.915388280695137,38.137581276439185,,
24294,2024,7,176,15121.0,,25.857578255135138,,57.657186160717636,22.215479590676047,29.550078879460695,,
24295,2024,8,176,19165.0,,34.38370844728792,,60.053775173107724,37.44112343137915,56.342626255468176,,
24296,2024,9,176,21348.0,,28.925077473377947,,58.538002830712365,35.08480419895866,56.80854595191943,,
24297,2024,10,176,24947.0,,21.54425612125587,,48.287567142599805,30.537758946418762,53.47396456006974,,
