experiment,time_key,delta_wmape,wmape_base,wmape_exp,month,sum_abs_y
full_t1400,24277,-0.13402140709101928,32.9995585661641,32.86553715907308,2,16291.0
full_t1400,24278,-0.013096734976311808,31.991492196000053,31.97839546102374,3,15072.0
full_t1400,24279,0.04407560248583664,28.38122680198829,28.425302404474127,4,13972.0
full_t1400,24280,-0.0866604581738244,27.3818091063193,27.295148648145474,5,15015.0
full_t1400,24281,-0.13339462531348545,37.90648601344768,37.7730913881342,6,13978.0
full_t1400,24282,0.00813272845023505,25.13420050375865,25.142333232208884,7,15509.0
full_t1400,24283,-0.05966731408710402,24.689835779063973,24.63016846497687,8,15248.0
full_t1400,24284,-0.11727843862637499,30.42710118589692,30.309822747270545,9,15517.0
full_t1400,24285,-0.050301471871730286,25.18458802986633,25.1342865579946,10,17595.0
full_t1400,24286,-0.011702652948720527,34.84243407601617,34.83073142306745,11,17047.0
full_t1400,24287,-0.08211175499469192,33.04108273926,32.95897098426531,12,22377.0
full_t1400,24288,0.0953482225758151,46.47264321571187,46.567991438287685,1,15053.0
full_t1400,24289,0.07405002705338859,55.40337793257941,55.4774279596328,2,10004.0
full_t1400,24290,0.004478665467381404,35.571340461053694,35.575819126521075,3,16751.0
full_t1400,24291,0.08522133019383915,36.76092109164676,36.8461424218406,4,12136.0
full_t1400,24292,-0.13793220951836105,31.0116760646812,30.87374385516284,5,16078.0
full_t1400,24293,-0.017884179053631044,38.24917166863464,38.23128748958101,6,12787.0
full_t1400,24294,-0.001065433518093073,26.349350365607894,26.3482849320898,7,15121.0
full_t1400,24295,0.001473350932947426,34.82689955761375,34.8283729085467,8,19165.0
full_t1400,24296,-0.021116300671877752,29.684668568294327,29.66355226762245,9,21348.0
full_t1400,24297,-0.03474408287073061,21.93933444811203,21.9045903652413,10,24947.0
full_t1500,24277,-0.08776174578889595,32.9995585661641,32.9117968203752,2,16291.0
full_t1500,24278,-0.17403909608310997,31.991492196000053,31.817453099916943,3,15072.0
full_t1500,24279,-0.22845206819016184,28.38122680198829,28.15277473379813,4,13972.0
full_t1500,24280,-0.13015512065652146,27.3818091063193,27.251653985662777,5,15015.0
full_t1500,24281,-0.05110110109465893,37.90648601344768,37.855384912353024,6,13978.0
full_t1500,24282,0.010658019177352429,25.13420050375865,25.144858522936,7,15509.0
full_t1500,24283,-0.08561369754835013,24.689835779063973,24.604222081515623,8,15248.0
full_t1500,24284,-0.13802706553793698,30.42710118589692,30.289074120358983,9,15517.0
full_t1500,24285,-0.09652297379584951,25.18458802986633,25.08806505607048,10,17595.0
full_t1500,24286,-0.1623092148320353,34.84243407601617,34.68012486118413,11,17047.0
full_t1500,24287,-0.07095522730750758,33.04108273926,32.97012751195249,12,22377.0
full_t1500,24288,0.26979406497839165,46.47264321571187,46.74243728069026,1,15053.0
full_t1500,24289,-0.13845179472765778,55.40337793257941,55.26492613785175,2,10004.0
full_t1500,24290,-0.03844712016960017,35.571340461053694,35.532893340884094,3,16751.0
full_t1500,24291,-0.17405824592101737,36.76092109164676,36.58686284572574,4,12136.0
full_t1500,24292,-0.0982200436545213,31.0116760646812,30.91345602102668,5,16078.0
full_t1500,24293,-0.05708862863154707,38.24917166863464,38.19208304000309,6,12787.0
full_t1500,24294,-0.26317059335455895,26.349350365607894,26.086179772253335,7,15121.0
full_t1500,24295,-0.09525235377868313,34.82689955761375,34.73164720383507,8,19165.0
full_t1500,24296,0.04395261024387764,29.684668568294327,29.728621178538205,9,21348.0
