experiment,n_pairs,delta_wmape_mean,delta_wmape_p10,delta_wmape_p50,delta_wmape_p90,improve_rate
full_t1800,21,-0.1369685726757542,-0.30308646194528066,-0.12389857485416655,0.1520090725883776,0.7142857142857143
full_t1600,21,-0.1112855857400796,-0.28357987686450414,-0.10230185187262819,0.031139563867263576,0.8571428571428571
full_t1500,21,-0.08724140463799979,-0.17405824592101737,-0.09525235377868313,0.010658019177352429,0.8571428571428571
full_t1400,21,-0.02800938745507204,-0.13339462531348545,-0.017884179053631044,0.07405002705338859,0.6666666666666666
