time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,44.472832807298204,44.472832807298204,1,44.472832807298204,44.472832807298204,0.0
,,2,,,,,,,27.894312791111442,27.894312791111442,1,27.894312791111442,27.894312791111442,0.0
,,3,,,,,,,29.759396110783133,29.759396110783133,1,29.759396110783133,29.759396110783133,0.0
,,4,,,,,,,32.67889072719396,32.67889072719396,1,32.67889072719396,32.67889072719396,0.0
,,5,,,,,,,37.06187815118183,37.06187815118183,1,37.06187815118183,37.06187815118183,0.0
,,6,,,,,,,39.089004490784404,39.089004490784404,1,39.089004490784404,39.089004490784404,0.0
,,7,,,,,,,31.609993711137495,31.609993711137495,1,31.609993711137495,31.609993711137495,0.0
,,8,,,,,,,37.775976705253825,37.775976705253825,1,37.775976705253825,37.775976705253825,0.0
,,9,,,,,,,29.194831768508166,29.194831768508166,1,29.194831768508166,29.194831768508166,0.0
,,10,,,,,,,29.1932767905704,29.1932767905704,1,29.1932767905704,29.1932767905704,0.0
,,11,,,,,,,27.250221629079352,27.250221629079352,1,27.250221629079352,27.250221629079352,0.0
,,12,,,,,,,29.57901644846442,29.57901644846442,1,29.57901644846442,29.57901644846442,0.0
