time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse
24286,2023,11,184,17047.0,27.352394750155508,69.94538955061749,25.34110181010331,46.82391814977514
24287,2023,12,184,22377.0,30.285634682276964,77.08731468940935,36.83161126550606,130.13861142721112
24288,2024,1,176,15053.0,44.28765724875853,93.13916030447186,37.87852866849784,73.99305796688688
24289,2024,2,176,10004.0,29.290629131323666,24.935565483869546,16.649059876691016,28.090955931887013
24290,2024,3,176,16751.0,32.516238317855944,32.44375233641724,30.947699321727555,61.138640896189386
24291,2024,4,176,12136.0,28.35361264428534,30.46518578425604,19.551104718809484,35.60830668679679
24292,2024,5,176,16078.0,36.261868790786714,84.17881965920725,33.126041273765274,57.49441955154683
24293,2024,6,176,12787.0,34.901628135665746,79.42202456345122,25.357222668793064,37.48993201192718
24294,2024,7,176,15121.0,28.207212564589867,77.70913693252592,24.234162567566102,41.28263454554075
24295,2024,8,176,19165.0,37.4238170426484,87.04978958638208,40.751559864906625,64.84759028658756
24296,2024,9,176,21348.0,30.81816811731523,77.70632401235844,37.38103710047986,69.32895282248963
24297,2024,10,176,24947.0,29.137779164083554,82.47517894944451,41.30114640945412,70.11883332453452
