time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse
24286,2023,11,184,17047.0,28.761198997922126,65.4089698741146,26.646313006390137,48.100441316477806
24287,2023,12,184,22377.0,30.91094551494555,75.39238279196736,37.592077597170466,124.36302186097836
24288,2024,1,176,15053.0,45.84425916626623,93.87886268180601,39.20986552442077,76.88692326515412
24289,2024,2,176,10004.0,34.9145400170322,27.86614975512381,19.84574195059035,31.500387983840202
24290,2024,3,176,16751.0,30.029963670419445,38.19564796749289,28.58135917290887,59.01599093659691
24291,2024,4,176,12136.0,30.481554143131746,31.95838406912533,21.018417106877664,37.50220172577349
24292,2024,5,176,16078.0,37.008615199937296,84.856807926016,33.80821109003363,57.93679659167897
24293,2024,6,176,12787.0,37.313525297819545,84.58522099532846,27.10954818086469,40.48212842760565
24294,2024,7,176,15121.0,29.396021943095253,78.68005523336113,25.255525443269505,42.05815945606641
24295,2024,8,176,19165.0,37.68524790114584,86.77324323922765,41.036237274173864,64.82395758704395
24296,2024,9,176,21348.0,30.6760086025649,78.46097317269287,37.20860407088383,68.53767568925404
24297,2024,10,176,24947.0,28.290275132429027,82.63723084850042,40.09985759822198,68.86331985495127
