time_key,year,month,n_test,sum_abs_y,wmape_base,wmape,wmape_gain,smape,mae,rmse,corr_log_mean_abs,corr_log_mean
24277,2023,2,184,16291.0,,33.35990291092249,,71.41482215909268,29.53620534357817,40.0130761775069,,
24278,2023,3,184,15072.0,,32.17276212009908,,66.5431197852951,26.353688623594202,43.11510902292994,,
24279,2023,4,184,13972.0,,28.281029622874897,,68.15211300107411,21.475138363630876,27.765471182034496,,
24280,2023,5,184,15015.0,,27.054387288533405,,68.60727534848337,22.077262235724408,31.105220229478363,,
24281,2023,6,184,13978.0,,37.785110918471595,,73.37215917140176,28.704363066217173,36.28542284391867,,
24282,2023,7,184,15509.0,,24.814200384395942,,67.06681014078048,20.915404008782428,26.21231268562537,,
24283,2023,8,184,15248.0,,24.65883402108896,,65.42866955330967,20.43466854095459,29.33021877265359,,
24284,2023,9,184,15517.0,,30.11240121160823,,72.7104197280168,25.39424617394157,37.294398033119705,,
24285,2023,10,184,17595.0,,24.914330441560825,,69.34116926912935,23.824328484742537,34.29968850193757,,
24286,2023,11,184,17047.0,,34.5450010762338,,74.3299416719307,32.00481702970422,53.16541434942864,,
24287,2023,12,184,22377.0,,33.163205523665,,71.28913662758868,40.33114402190499,130.02118908674615,,
24288,2024,1,176,15053.0,,46.65265227444329,,90.08428010993967,39.90127128904516,77.85106828421794,,
24289,2024,2,176,10004.0,,53.22969334452499,,96.12783844329859,30.256241603331134,44.45074115286753,,
24290,2024,3,176,16751.0,,35.41803059951703,,89.4800991832593,33.70951310071078,54.07967205654865,,
24291,2024,4,176,12136.0,,36.10336092167491,,90.57539480342413,24.89490841735493,32.20861475609346,,
24292,2024,5,176,16078.0,,30.845386214718356,,57.26816619480574,28.177961338650096,48.05851874634215,,
24293,2024,6,176,12787.0,,37.78416487500695,,66.01195722081084,27.45148387822238,38.65807350573232,,
24294,2024,7,176,15121.0,,25.88425597125328,,57.669203056472185,22.23839968984777,29.5244373777226,,
24295,2024,8,176,19165.0,,34.58228038864474,,60.34370186122818,37.65735248002139,56.388170634864125,,
24296,2024,9,176,21348.0,,29.451665874722078,,59.011560288627315,35.72353199395266,56.97244784128262,,
24297,2024,10,176,24947.0,,22.076571412510244,,48.80184070775208,31.29228562658483,54.29088434829477,,
