time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,46.598059415039856,46.598059415039856,1,46.598059415039856,46.598059415039856,0.0
,,2,,,,,,,26.34409113608057,26.34409113608057,1,26.34409113608057,26.34409113608057,0.0
,,3,,,,,,,37.67369938162913,37.67369938162913,1,37.67369938162913,37.67369938162913,0.0
,,4,,,,,,,31.8722609569685,31.8722609569685,1,31.8722609569685,31.8722609569685,0.0
,,5,,,,,,,37.768115121884094,37.768115121884094,1,37.768115121884094,37.768115121884094,0.0
,,6,,,,,,,35.569696830088944,35.569696830088944,1,35.569696830088944,35.569696830088944,0.0
,,7,,,,,,,28.66749803870789,28.66749803870789,1,28.66749803870789,28.66749803870789,0.0
,,8,,,,,,,37.18317248728994,37.18317248728994,1,37.18317248728994,37.18317248728994,0.0
,,9,,,,,,,32.79852206383318,32.79852206383318,1,32.79852206383318,32.79852206383318,0.0
,,10,,,,,,,27.96343349449033,27.96343349449033,1,27.96343349449033,27.96343349449033,0.0
,,11,,,,,,,30.26136925708415,30.26136925708415,1,30.26136925708415,30.26136925708415,0.0
,,12,,,,,,,34.147676122771045,34.147676122771045,1,34.147676122771045,34.147676122771045,0.0
