time_key,year,month,n_test,sum_abs_y,wmape_base,wmape,wmape_gain,smape,mae,rmse,corr_log_mean_abs,corr_log_mean
24277,2023,2,184,16291.0,,33.30934550410791,,71.41635254639374,29.491442804751188,39.926978142047716,,
24278,2023,3,184,15072.0,,32.11653236370937,,66.54919721330775,26.30762911879498,42.81272670103186,,
24279,2023,4,184,13972.0,,28.261009069421455,,68.14739808877076,21.459935799888942,27.767443530178472,,
24280,2023,5,184,15015.0,,27.084842164874512,,68.63615028540123,22.102114407912545,31.10866166797542,,
24281,2023,6,184,13978.0,,37.96747699966245,,73.44311819644356,28.842901820721835,36.41506976527618,,
24282,2023,7,184,15509.0,,25.058804644292508,,67.23782309555887,21.121576153713725,26.371417749676358,,
24283,2023,8,184,15248.0,,24.577289750918762,,65.4134539744256,20.367093158804852,29.059749687036945,,
24284,2023,9,184,15517.0,,30.124014723951642,,72.71177302390446,25.40404002562813,37.2915909358861,,
24285,2023,10,184,17595.0,,24.943898226192438,,69.34350490891414,23.85260267879652,34.3359858430101,,
24286,2023,11,184,17047.0,,34.71133278606015,,74.40958463000477,32.15891793499822,53.43778044104379,,
24287,2023,12,184,22377.0,,33.122178008783635,,71.27176476971046,40.28124876644301,129.94266082384027,,
24288,2024,1,176,15053.0,,47.10655175656771,,90.07810225402993,40.28948429497805,78.05559672992315,,
24289,2024,2,176,10004.0,,53.85643170862758,,96.38854036881715,30.612485387108542,44.562672052538204,,
24290,2024,3,176,16751.0,,35.43337274897198,,89.47398795745589,33.724115165797144,54.08755645291679,,
24291,2024,4,176,12136.0,,36.34300786724355,,90.6463302363779,25.060155879367482,32.37589865677251,,
24292,2024,5,176,16078.0,,30.824448063178124,,57.317473981513444,28.158833861351013,47.867246825428985,,
24293,2024,6,176,12787.0,,38.12527309378047,,66.27041771998825,27.69931062785062,38.92112921227694,,
24294,2024,7,176,15121.0,,26.115178926290167,,57.95755356781185,22.436796621842817,29.743498860469348,,
24295,2024,8,176,19165.0,,34.761728186723055,,60.615944352003346,37.85275685787201,56.513118068404474,,
24296,2024,9,176,21348.0,,29.438798231468322,,58.98065464746448,35.707924127578735,56.94678051530296,,
24297,2024,10,176,24947.0,,22.091343520700406,,48.82461774731027,31.313224250620063,53.973078933717865,,
