time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse
24286,2023,11,184,17047.0,28.668189114157016,68.88365278777772,26.560142382012753,49.47536537782452
24287,2023,12,184,22377.0,30.0549681390234,76.91665443840851,36.551088154724276,128.4773220004427
24288,2024,1,176,15053.0,48.274530808088606,94.9973743819961,41.288438196258966,77.54235365552364
24289,2024,2,176,10004.0,25.641399021929573,23.22404981762909,14.57480430769224,25.30659397689448
24290,2024,3,176,16751.0,33.043138622159624,29.40569134400205,31.449182673852036,62.74022377446837
24291,2024,4,176,12136.0,30.5962537923792,30.411466237643193,21.097507728654204,37.70195498807876
24292,2024,5,176,16078.0,36.127784611907835,83.90526234496178,33.00355232899171,56.77312105879873
24293,2024,6,176,12787.0,38.53451609117687,88.04247848599658,27.996639616924924,40.65612257944996
24294,2024,7,176,15121.0,29.281395821176957,78.09349625173489,25.157044671137317,41.9396644620311
24295,2024,8,176,19165.0,37.00978686152908,84.57043303052065,40.30071393188664,63.83128029697439
24296,2024,9,176,21348.0,30.796657449436708,78.92818371955592,37.354945638100844,68.35657681376861
24297,2024,10,176,24947.0,28.850400800941788,82.64077926579154,40.89380390801675,71.47233062804463
