time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,48.274530808088606,48.274530808088606,1,48.274530808088606,48.274530808088606,0.0
,,2,,,,,,,25.641399021929573,25.641399021929573,1,25.641399021929573,25.641399021929573,0.0
,,3,,,,,,,33.043138622159624,33.043138622159624,1,33.043138622159624,33.043138622159624,0.0
,,4,,,,,,,30.5962537923792,30.5962537923792,1,30.5962537923792,30.5962537923792,0.0
,,5,,,,,,,36.127784611907835,36.127784611907835,1,36.127784611907835,36.127784611907835,0.0
,,6,,,,,,,38.53451609117687,38.53451609117687,1,38.53451609117687,38.53451609117687,0.0
,,7,,,,,,,29.281395821176957,29.281395821176957,1,29.281395821176957,29.281395821176957,0.0
,,8,,,,,,,37.00978686152908,37.00978686152908,1,37.00978686152908,37.00978686152908,0.0
,,9,,,,,,,30.796657449436708,30.796657449436708,1,30.796657449436708,30.796657449436708,0.0
,,10,,,,,,,28.850400800941788,28.850400800941788,1,28.850400800941788,28.850400800941788,0.0
,,11,,,,,,,28.668189114157016,28.668189114157016,1,28.668189114157016,28.668189114157016,0.0
,,12,,,,,,,30.0549681390234,30.0549681390234,1,30.0549681390234,30.0549681390234,0.0
