time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,44.101543216393246,44.101543216393246,1,44.101543216393246,44.101543216393246,0.0
,,2,,,,,,,30.12242127585449,30.12242127585449,1,30.12242127585449,30.12242127585449,0.0
,,3,,,,,,,31.129660452239772,31.129660452239772,1,31.129660452239772,31.129660452239772,0.0
,,4,,,,,,,29.82691897973965,29.82691897973965,1,29.82691897973965,29.82691897973965,0.0
,,5,,,,,,,37.79018600548322,37.79018600548322,1,37.79018600548322,37.79018600548322,0.0
,,6,,,,,,,39.120618925404315,39.120618925404315,1,39.120618925404315,39.120618925404315,0.0
,,7,,,,,,,30.22263128346442,30.22263128346442,1,30.22263128346442,30.22263128346442,0.0
,,8,,,,,,,37.202631213195644,37.202631213195644,1,37.202631213195644,37.202631213195644,0.0
,,9,,,,,,,29.148591837597067,29.148591837597067,1,29.148591837597067,29.148591837597067,0.0
,,10,,,,,,,28.60602172701554,28.60602172701554,1,28.60602172701554,28.60602172701554,0.0
,,11,,,,,,,27.77535225591878,27.77535225591878,1,27.77535225591878,27.77535225591878,0.0
,,12,,,,,,,29.382183063342676,29.382183063342676,1,29.382183063342676,29.382183063342676,0.0
