time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,45.34726489418836,45.34726489418836,1,45.34726489418836,45.34726489418836,0.0
,,2,,,,,,,32.476177038890775,32.476177038890775,1,32.476177038890775,32.476177038890775,0.0
,,3,,,,,,,31.94129471612421,31.94129471612421,1,31.94129471612421,31.94129471612421,0.0
,,4,,,,,,,30.935514933101178,30.935514933101178,1,30.935514933101178,30.935514933101178,0.0
,,5,,,,,,,37.10150912876733,37.10150912876733,1,37.10150912876733,37.10150912876733,0.0
,,6,,,,,,,40.20011976805035,40.20011976805035,1,40.20011976805035,40.20011976805035,0.0
,,7,,,,,,,30.306756605363304,30.306756605363304,1,30.306756605363304,30.306756605363304,0.0
,,8,,,,,,,35.55449988204543,35.55449988204543,1,35.55449988204543,35.55449988204543,0.0
,,9,,,,,,,29.783921138381857,29.783921138381857,1,29.783921138381857,29.783921138381857,0.0
,,10,,,,,,,29.04805952553435,29.04805952553435,1,29.04805952553435,29.04805952553435,0.0
,,11,,,,,,,27.49006182018609,27.49006182018609,1,27.49006182018609,27.49006182018609,0.0
,,12,,,,,,,29.95420127251108,29.95420127251108,1,29.95420127251108,29.95420127251108,0.0
