time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,45.29500410011038,45.29500410011038,1,45.29500410011038,45.29500410011038,0.0
,,2,,,,,,,33.15895501604653,33.15895501604653,1,33.15895501604653,33.15895501604653,0.0
,,3,,,,,,,29.52021352260995,29.52021352260995,1,29.52021352260995,29.52021352260995,0.0
,,4,,,,,,,31.015510848410592,31.015510848410592,1,31.015510848410592,31.015510848410592,0.0
,,5,,,,,,,35.43076415416079,35.43076415416079,1,35.43076415416079,35.43076415416079,0.0
,,6,,,,,,,38.100328853620226,38.100328853620226,1,38.100328853620226,38.100328853620226,0.0
,,7,,,,,,,30.63049741730924,30.63049741730924,1,30.63049741730924,30.63049741730924,0.0
,,8,,,,,,,37.72874733375114,37.72874733375114,1,37.72874733375114,37.72874733375114,0.0
,,9,,,,,,,29.599266256782634,29.599266256782634,1,29.599266256782634,29.599266256782634,0.0
,,10,,,,,,,27.762365222064172,27.762365222064172,1,27.762365222064172,27.762365222064172,0.0
,,11,,,,,,,27.60544063917274,27.60544063917274,1,27.60544063917274,27.60544063917274,0.0
,,12,,,,,,,29.06875973503269,29.06875973503269,1,29.06875973503269,29.06875973503269,0.0
