time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse
24286,2023,11,184,17047.0,27.70275676837985,67.99927946915805,25.665700795139742,46.70246097487863
24287,2023,12,184,22377.0,29.641628977434443,76.93686405361964,36.048409327611445,133.0296991413845
24288,2024,1,176,15053.0,46.427370555042295,93.24367963457144,39.70859141846884,78.15344349614692
24289,2024,2,176,10004.0,31.567423212433194,25.47366886399996,17.943210330521683,30.386948807683652
24290,2024,3,176,16751.0,31.371547305446285,48.05891637012621,29.858226642814245,59.780455072193305
24291,2024,4,176,12136.0,29.732882853169386,31.35827379724748,20.502174221935437,38.293477018580155
24292,2024,5,176,16078.0,36.212480484723876,86.39155617198988,33.08092393371537,57.76785234768996
24293,2024,6,176,12787.0,38.82489862323459,86.44558527409306,28.207612425869357,42.45716685350853
24294,2024,7,176,15121.0,30.062467785564788,79.49591194955713,25.828100874177565,42.32992074237359
24295,2024,8,176,19165.0,37.36156663309734,88.03284842778436,40.68377412064264,64.43911356774645
24296,2024,9,176,21348.0,29.32694739819973,78.9202524735731,35.572254150952716,65.8217727850204
24297,2024,10,176,24947.0,28.226214240395276,83.15738630174407,40.00905492358755,69.4326756359848
