experiment,n_pairs,delta_wmape_mean,delta_wmape_p10,delta_wmape_p50,delta_wmape_p90,improve_rate
full_t2800,21,-0.43436945246068115,-0.5839596819128943,-0.2754929185004542,-0.00481877892015703,0.9047619047619048
full_t2400,21,-0.21990425124299745,-0.3823814303169115,-0.19016439038283295,0.014686649514381145,0.8095238095238095
full_t2000,21,-0.11826814043124163,-0.3411082187735204,-0.02956778463161669,0.05055740681458332,0.6666666666666666
